age,workclass,education,marital-status,occupation,race,sex,weekly_worked_hours,native-country,gross_income,capital_gains/loss
45, Private, HS-grad, Never-married, Craft-repair, White, Male,48, United-States, >50K,10520
51, Private, 10th, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,-1977
32, Private, Masters, Married-civ-spouse, Exec-managerial, Black, Male,40, United-States, >50K,-1977
33, Private, HS-grad, Married-civ-spouse, Sales, White, Male,45, United-States, >50K,7298
36, Private, Prof-school, Divorced, Prof-specialty, White, Male,45, United-States, >50K,99999
53, Local-gov, HS-grad, Married-civ-spouse, Other-service, White, Male,45, United-States, <=50K,-2002
57, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, White, Female,35, United-States, >50K,15024
39, Private, Bachelors, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K,3464
48, Private, Some-college, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,3103
64, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,40, Other, >50K,20051
45, Private, Assoc-acdm, Divorced, Prof-specialty, White, Female,38, United-States, <=50K,5455
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, Peru, >50K,-1848
52, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,7688
45, Federal-gov, Some-college, Married-civ-spouse, Tech-support, White, Male,40, Guatemala, >50K,7688
20, Private, HS-grad, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K,-1590
30, Other, Some-college, Never-married, Other, White, Female,25, United-States, <=50K,-1719
49, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,45, United-States, >50K,7688
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Female,40, United-States, >50K,15024
38, Private, HS-grad, Married-civ-spouse, Sales, White, Male,40, Columbia, <=50K,3464
45, Private, Doctorate, Widowed, Prof-specialty, White, Male,40, Iran, >50K,15020
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K,2885
46, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,7688
43, Private, Bachelors, Married-spouse-absent, Prof-specialty, White, Male,40, United-States, <=50K,3325
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female,40, United-States, >50K,7688
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male,40, United-States, >50K,4386
59, Private, Assoc-voc, Married-civ-spouse, Tech-support, White, Male,40, United-States, >50K,7298
69, Private, 9th, Married-civ-spouse, Other-service, White, Male,35, United-States, <=50K,1424
26, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, <=50K,5013
40, Private, Prof-school, Married-civ-spouse, Craft-repair, White, Male,40, Mexico, >50K,5178
52, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K,15024
43, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, >50K,-1902
56, Private, Masters, Married-civ-spouse, Craft-repair, White, Male,44, United-States, >50K,-1977
67, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, White, Female,16, United-States, <=50K,3273
51, Private, Bachelors, Divorced, Exec-managerial, Black, Male,40, United-States, >50K,10520
47, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,40, United-States, >50K,15024
19, Other, HS-grad, Never-married, Other, White, Female,12, United-States, <=50K,1055
43, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,-1902
43, Local-gov, Some-college, Married-civ-spouse, Protective-serv, White, Male,40, United-States, >50K,-1887
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Female,40, United-States, <=50K,22040
59, Other, HS-grad, Married-civ-spouse, Other, White, Female,40, United-States, >50K,7688
72, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,25, United-States, >50K,-2392
17, Private, 10th, Never-married, Other-service, Amer-Indian-Eskimo, Female,20, United-States, <=50K,1055
52, Federal-gov, Bachelors, Married-civ-spouse, Tech-support, Black, Male,40, United-States, >50K,7688
31, Private, 9th, Married-civ-spouse, Machine-op-inspct, White, Male,40, Mexico, <=50K,3137
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male,48, United-States, <=50K,-1485
39, Private, Bachelors, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,-1848
33, Private, HS-grad, Never-married, Other-service, White, Female,40, United-States, <=50K,1055
44, State-gov, Masters, Married-civ-spouse, Prof-specialty, Black, Male,40, United-States, >50K,7688
33, Private, Bachelors, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male,38, United-States, >50K,7688
37, Private, Masters, Divorced, Exec-managerial, White, Female,45, United-States, <=50K,-213
34, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,-1672
28, Private, HS-grad, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K,-1628
58, Private, HS-grad, Divorced, Machine-op-inspct, White, Male,30, United-States, <=50K,3325
41, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female,20, United-States, <=50K,-1740
27, Private, HS-grad, Never-married, Adm-clerical, White, Male,40, United-States, <=50K,4416
36, Other, Assoc-voc, Married-civ-spouse, Other, White, Female,8, United-States, <=50K,3908
28, Local-gov, HS-grad, Never-married, Protective-serv, Black, Male,40, United-States, <=50K,-1876
39, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,48, United-States, >50K,7298
26, Federal-gov, Some-college, Never-married, Craft-repair, White, Male,40, United-States, <=50K,3325
20, Private, Some-college, Never-married, Other-service, White, Female,16, United-States, <=50K,594
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,-1485
52, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,35, United-States, >50K,99999
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Amer-Indian-Eskimo, Male,40, United-States, <=50K,3137
43, Private, Bachelors, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,-1887
41, Private, Assoc-voc, Married-civ-spouse, Tech-support, White, Male,48, United-States, >50K,-1848
62, Other, Assoc-voc, Married-civ-spouse, Other, White, Male,40, United-States, <=50K,3411
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,45, United-States, <=50K,3137
50, Federal-gov, HS-grad, Divorced, Prof-specialty, White, Male,40, United-States, <=50K,-1590
56, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, <=50K,-2002
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, <=50K,5013
24, Federal-gov, Bachelors, Never-married, Prof-specialty, White, Male,45, United-States, <=50K,-1741
42, Private, Masters, Divorced, Prof-specialty, White, Female,40, United-States, <=50K,-1876
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,10566
49, Private, Masters, Married-civ-spouse, Prof-specialty, White, Female,40, United-States, >50K,-1977
48, Private, 11th, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K,-2002
29, Private, HS-grad, Never-married, Machine-op-inspct, White, Male,40, Ecuador, <=50K,3325
37, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,-1628
72, Other, Doctorate, Married-civ-spouse, Other, White, Male,6, United-States, >50K,-2392
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,-1977
33, Private, Bachelors, Divorced, Prof-specialty, White, Female,40, Germany, <=50K,914
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K,-1887
19, Private, Some-college, Never-married, Tech-support, White, Male,16, United-States, <=50K,-1719
39, Private, HS-grad, Married-civ-spouse, Sales, White, Male,38, United-States, <=50K,4064
40, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Male,48, United-States, >50K,-1902
90, Other, Bachelors, Widowed, Other, White, Female,10, United-States, <=50K,991
33, Local-gov, Bachelors, Never-married, Adm-clerical, White, Female,40, United-States, <=50K,1055
34, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,5178
29, Private, Bachelors, Never-married, Sales, White, Male,48, United-States, <=50K,6849
45, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,-1887
37, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,3137
46, Private, Masters, Married-civ-spouse, Tech-support, White, Male,40, Other, >50K,-1902
35, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K,2885
55, Private, Bachelors, Separated, Exec-managerial, White, Male,45, United-States, >50K,14084
53, Other, Masters, Never-married, Other, White, Female,35, United-States, >50K,8614
26, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,2829
75, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,3, United-States, <=50K,4931
27, Federal-gov, HS-grad, Never-married, Craft-repair, Black, Male,40, United-States, <=50K,-1980
49, Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,-1902
59, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, >50K,-1887
66, Other, 10th, Divorced, Other, White, Female,20, United-States, <=50K,1086
34, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,15024
22, Private, Bachelors, Never-married, Prof-specialty, White, Female,40, United-States, >50K,8614
67, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K,-1539
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,46, Canada, <=50K,5013
32, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,99999
24, Private, Some-college, Never-married, Sales, White, Male,40, United-States, <=50K,-1762
48, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, White, Female,40, United-States, >50K,5178
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,99999
43, Self-emp-not-inc, Some-college, Divorced, Sales, White, Female,42, United-States, <=50K,-880
49, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,-1977
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, >50K,-1485
37, Private, Bachelors, Divorced, Exec-managerial, White, Female,45, United-States, >50K,7430
25, Private, Bachelors, Never-married, Prof-specialty, White, Male,40, United-States, <=50K,-1741
43, Local-gov, Bachelors, Divorced, Prof-specialty, White, Female,40, United-States, <=50K,-625
35, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, White, Male,40, United-States, >50K,8614
41, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, White, Female,44, United-States, >50K,7688
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, >50K,7688
41, Private, 11th, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, >50K,7688
18, Private, HS-grad, Never-married, Protective-serv, White, Male,3, United-States, <=50K,34095
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Black, Female,40, United-States, >50K,15024
57, Private, 5th-6th, Divorced, Transport-moving, White, Male,40, United-States, <=50K,6497
46, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, White, Male,40, Other, >50K,7298
48, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,7688
36, Private, Bachelors, Divorced, Adm-clerical, White, Female,40, United-States, <=50K,3674
59, Private, 10th, Married-civ-spouse, Transport-moving, White, Male,40, United-States, >50K,-1485
41, Private, Some-college, Married-civ-spouse, Tech-support, Black, Male,40, United-States, <=50K,3137
30, Local-gov, Bachelors, Never-married, Prof-specialty, Black, Male,45, Other, >50K,14084
45, Private, 9th, Married-civ-spouse, Adm-clerical, Black, Male,40, United-States, >50K,5178
30, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,5013
37, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Black, Female,40, Other, >50K,99999
46, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,45, United-States, >50K,15024
45, Federal-gov, Assoc-voc, Married-civ-spouse, Protective-serv, White, Male,40, United-States, <=50K,3908
38, State-gov, HS-grad, Never-married, Other-service, Black, Female,38, United-States, <=50K,114
31, Private, Some-college, Married-civ-spouse, Transport-moving, White, Male,45, El-Salvador, <=50K,-1579
30, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K,-1887
28, Private, Bachelors, Never-married, Sales, White, Male,40, United-States, >50K,8614
31, Private, HS-grad, Never-married, Craft-repair, White, Male,40, United-States, >50K,14344
65, Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, White, Male,40, United-States, <=50K,-1668
40, Federal-gov, Masters, Married-civ-spouse, Tech-support, Asian-Pac-Islander, Male,40, Philippines, >50K,-1902
66, Local-gov, Some-college, Divorced, Other-service, White, Female,40, Other, >50K,7896
36, Private, HS-grad, Divorced, Transport-moving, White, Male,45, United-States, >50K,8614
56, Private, Assoc-acdm, Divorced, Adm-clerical, White, Female,40, United-States, <=50K,4101
20, Private, HS-grad, Never-married, Other-service, White, Male,40, United-States, <=50K,-2001
68, Federal-gov, Some-college, Divorced, Adm-clerical, Black, Female,40, United-States, <=50K,2346
25, Private, Bachelors, Never-married, Tech-support, Asian-Pac-Islander, Female,40, Philippines, <=50K,-1092
23, Private, HS-grad, Never-married, Craft-repair, Black, Female,20, United-States, <=50K,-1594
32, State-gov, Bachelors, Married-civ-spouse, Protective-serv, White, Male,45, United-States, >50K,-1887
50, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female,38, United-States, >50K,-1902
29, Private, 10th, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,5013
44, Local-gov, Masters, Never-married, Prof-specialty, White, Male,42, United-States, <=50K,-1876
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male,40, United-States, >50K,-1902
